title,year,certificate,duration,genre,rating,description,stars,votes,ID,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Genres,Country,Language,Runtime,primary_genre
6 Years,(2015),Not Rated,79 min,"Drama, Romance",5.5,"A young couple, bound by a seemingly ideal love, begin to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined.","['Hannah Fidell', '| ', '    Stars:', 'Taissa Farmiga, ', 'Ben Rosenfield, ', 'Lindsay Burdge, ', 'Joshua Leonard']","12,684",1092,2015,,5.6,69%,1.0,0,0,0,0,Hannah Fidell,"Drama,Romance",United States,English,79.0,Drama
Triple Threat,(2019),R,96 min,"Action, Thriller",5.6,"When a billionaire's daughter intent on bringing down a major crime syndicate is targeted by a group of professional assassins, a team of mercenaries must stop them before they kill her.","['Jesse V. Johnson', '| ', '    Stars:', 'Tony Jaa, ', 'Tiger Hu Chen, ', 'Iko Uwais, ', 'Scott Adkins']","11,511",879,2019,18+,5.5,68%,1.0,0,0,0,0,Jesse V. Johnson,"Action,Thriller","Thailand,China,United States","English,Mandarin,Thai",96.0,Action
Queen,(2022),TV-MA,200 min,Drama,7.1,"After a decades-long absence, a renowned Parisian tailor and drag queen returns to his hometown in Poland to make amends with his daughter.","['Andrzej Seweryn, ', 'Maria Peszek, ', 'Julia Chetnicka, ', 'Pawel Koslik']","1,240",4507,2013,13+,8.2,86%,0.0,0,1,0,0,Vikas Bahl,"Adventure,Comedy,Drama",India,"Hindi,English,French,Japanese,Dutch",146.0,Adventure
Damascus Cover,(2017),R,93 min,"Mystery, Thriller",5.3,A spy navigates the precarious terrain of love and survival during an undercover mission in Syria.,"['Daniel Zelik Berk', '| ', '    Stars:', 'Jonathan Rhys Meyers, ', 'Olivia Thirlby, ', 'Jürgen Prochnow, ', 'Igal Naor']","3,023",4161,2018,18+,5.1,14%,0.0,1,0,0,0,Daniel Zelik Berk,"Mystery,Thriller",United Kingdom,"Arabic,German,English",93.0,Mystery
Pee-wee's Big Holiday,(2016),TV-PG,90 min,"Comedy, Family",6.1,A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first holiday ever in this epic story of friendship and destiny.,"['John Lee', '| ', '    Stars:', 'Paul Reubens, ', 'Jordan Black, ', 'Doug Cox, ', 'Linda Porter']","8,125",683,2016,7+,6.1,80%,1.0,0,0,0,0,John Lee,"Comedy,Family",United States,"English,Spanish",90.0,Comedy
The After Party,(I) (2018),Not Rated,120 min,"Comedy, Music",5.7,"When an aspiring rapper goes viral for all the wrong reasons, he thinks his career is over. But when his best friend gets them into a wild NYC after party, he gets one more chance to make the impossible happen.","['Ian Edelman', '| ', '    Stars:', 'Harrison Holzer, ', 'Kyle, ', 'Jordan Rock, ', 'Robbie Dema']","4,457",1345,2018,,5.8,,1.0,0,1,0,0,Ian Edelman,"Comedy,Music",United States,,120.0,Comedy
Berserk: The Golden Age Arc I - The Egg of the King,(2012),TV-MA,76 min,"Animation, Action, Adventure",7.5,"A lone sellsword named Guts gets recruited into a mercenary band and attempts to help the Band's leader, Griffith, on his rise to power.","['Toshiyuki Kubooka', '| ', '    Stars:', 'Hiroaki Iwanaga, ', 'Carrie Keranen, ', 'Takahiro Sakurai, ', 'Kevin T. Collins']","12,797",944,2012,18+,7.6,,1.0,0,0,0,0,Toshiyuki Kubooka,"Animation,Action,Adventure,Drama,Fantasy,Horror,War",Japan,"Japanese,English",76.0,Animation
After Porn Ends,(2012),Not Rated,94 min,Documentary,5.7,An exploration of the lives of several former adult performers who have retired from the porn industry.,"['Bryce Wagoner', '| ', '    Stars:', 'Amber Lynn, ', 'Asia Carrera, ', 'Bobby Slayton, ', 'Crissy Moran']","7,923",1623,2012,18+,5.7,,1.0,0,1,0,0,Bryce Wagoner,Documentary,United States,English,94.0,Documentary
The Dawn Wall,(2017),Not Rated,100 min,"Documentary, Biography, Sport",8.1,"In an unbelievable story of perseverance, free climber Tommy Caldwell and climbing partner Kevin Jorgeson attempt to scale the impossible 3000ft Dawn Wall of El Capitan.","['Josh Lowell, ', 'Peter Mortimer', '| ', '    Stars:', 'John Branch, ', 'Tommy Caldwell, ', 'Kevin Jorgeson']","19,774",90,2018,,8.1,100%,1.0,0,0,0,0,"Josh Lowell,Peter Mortimer","Documentary,Biography,Sport","Austria,United States",English,100.0,Documentary
Earthquake Bird,(2019),R,107 min,"Crime, Drama, Mystery",5.9,"An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.","['Wash Westmoreland', '| ', '    Stars:', 'Alicia Vikander, ', 'Kiki Sukezane, ', 'Kenichi Masuda, ', 'Chiaki Kawamo']","14,672",1456,2019,18+,5.9,57%,1.0,0,0,0,0,Wash Westmoreland,"Crime,Drama,Mystery,Romance,Thriller","United Kingdom,Japan,United States","English,Japanese",107.0,Crime
Message from the King,(2016),R,102 min,"Action, Crime, Drama",6.4,"A mysterious outsider from South Africa, named Jacob King, arrives in Los Angeles to look for his missing younger sister.","['Fabrice du Welz', '| ', '    Stars:', 'Chadwick Boseman, ', 'Luke Evans, ', 'Alfred Molina, ', 'Teresa Palmer']","16,665",1211,2017,18+,6.4,43%,1.0,0,0,0,0,Fabrice du Welz,"Action,Crime,Drama,Thriller","United Kingdom,France,Belgium,United States","English,Armenian",102.0,Action
The Returned,(2015),TV-14,42 min,"Drama, Fantasy, Horror",7.0,A small town's residents are stunned when recently deceased locals begin returning from the dead. What should be a miracle soon becomes a nightmare.,"['Kevin Alejandro, ', 'Agnes Bruckner, ', 'India Ennenga, ', 'Sandrine Holt']","11,908",5975,2013,,5.9,58%,0.0,0,1,0,0,,"Drama,Fantasy,Horror,Mystery",France,French,52.0,Drama
Uncorked,(I) (2020),TV-MA,104 min,Drama,6.4,Elijah must balance his dream of becoming a master sommelier with his father's expectations that he carry on the family's Memphis BBQ joint.,"['Prentice Penny', '| ', '    Stars:', 'Courtney B. Vance, ', 'Lashun Pollard, ', 'Michael Mobley, ', 'Robert Cox']","5,771",436,2020,13+,6.1,93%,1.0,0,0,0,0,Prentice Penny,Drama,United States,English,104.0,Drama
Berserk: The Golden Age Arc III - The Advent,(2013),Not Rated,110 min,"Animation, Action, Adventure",7.8,A year has passed since Guts parted ways with Griffith. The Band of the Hawk is plotting a rescue mission to save Griffith who is confined to prison.,"['Toshiyuki Kubooka', '| ', '    Stars:', 'Marc Diraison, ', 'Hiroaki Iwanaga, ', 'Carrie Keranen, ', 'Takahiro Sakurai']","10,365",900,2013,18+,7.9,,1.0,0,0,0,0,Toshiyuki Kubooka,"Animation,Action,Adventure,Fantasy,Horror",Japan,"Japanese,English",110.0,Animation
Point Blank,(2019),TV-MA,86 min,"Action, Crime, Drama",5.7,An ER nurse and a career criminal are forced into an unlikely partnership in taking down a ring of corrupt cops threatening the lives of both their families.,"['Joe Lynch', '| ', '    Stars:', 'Frank Grillo, ', 'Stuart F. Wilson, ', 'Buster Reeves, ', 'Christian Cooke']","14,514",1587,2019,18+,5.7,38%,1.0,0,1,0,0,Joe Lynch,"Action,Thriller","France,United States",English,86.0,Action
Private Life,(2018),R,123 min,"Comedy, Drama",7.2,"An author is undergoing multiple fertility therapies to get pregnant, putting her relationship with her husband on edge.","['Tamara Jenkins', '| ', '    Stars:', 'Kathryn Hahn, ', 'Paul Giamatti, ', 'Gabrielle Reid, ', 'Amy Russ']","19,832",268,2018,,7.2,94%,1.0,0,0,0,0,Tamara Jenkins,"Comedy,Drama",United States,English,123.0,Comedy
Acrimony,(2018),R,120 min,"Horror, Romance, Thriller",5.8,"A faithful wife, tired of standing by her devious husband, is enraged when it becomes clear she has been betrayed.","['Tyler Perry', '| ', '    Stars:', 'Taraji P. Henson, ', 'Lyriq Bent, ', 'Crystle Stewart, ', 'Jazmyn Simon']","8,922",4008,2018,18+,5.8,17%,0.0,1,1,0,0,Tyler Perry,"Drama,Romance,Thriller",United States,English,120.0,Drama
Like Father,(2018),TV-MA,98 min,"Comedy, Drama",6.1,"After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father.","['Lauren Miller Rogen', '| ', '    Stars:', 'Kristen Bell, ', 'Danielle Davenport, ', 'Kimiko Glenn, ', 'Wynter Kullman']","21,599",950,2018,18+,6.1,49%,1.0,0,0,0,0,Lauren Miller Rogen,"Comedy,Drama",United States,English,98.0,Comedy
Other People,(I) (2016),Unrated,97 min,"Comedy, Drama",6.8,"A struggling comedy writer, fresh off a breakup and in the midst of the worst year of his life, returns to Sacramento to care for his dying mother.","['Chris Kelly', '| ', '    Stars:', 'Jesse Plemons, ', 'Molly Shannon, ', 'Bradley Whitford, ', 'Maude Apatow']","11,552",382,2016,,6.8,85%,1.0,0,0,0,0,Chris Kelly,"Comedy,Drama",United States,English,97.0,Comedy
Article 15,(2019),Not Rated,130 min,"Crime, Drama, Mystery",8.2,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.","['Anubhav Sinha', '| ', '    Stars:', 'Ayushmann Khurrana, ', 'Nassar, ', 'Manoj Pahwa, ', 'Kumud Mishra']","33,653",172,2019,,8.3,89%,1.0,0,0,0,0,Anubhav Sinha,"Crime,Drama,Mystery",India,Hindi,130.0,Crime
Mine,(2021– ),,70 min,"Drama, Mystery",7.7,"Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.","['Lee Bo-young, ', 'Kim Seo-hyeong, ', 'Ja-Yeon Ok, ', 'Hyun-Wook Lee']","1,260",1045,2016,,5.9,17%,1.0,0,0,0,0,"Fabio Guaglione,Fabio Resinaro","Drama,Fantasy,Thriller,War","United States,Spain,Italy",English,106.0,Drama
"Oh, Ramona!",(2019),,109 min,"Comedy, Romance",4.8,A teenager named Andrei transitions from a teenager into an adult.,"['Cristina Jacob', '| ', '    Stars:', 'Basil Eidenbenz, ', 'Aggy K. Adams, ', 'Holly Horne, ', 'Adina Stetcu']","9,010",2109,2019,18+,4.9,,1.0,0,0,0,0,Cristina Jacob,"Comedy,Romance",Romania,English,109.0,Comedy
System Crasher,(2019),,125 min,Drama,7.8,"On her wild quest for love, 9-year-old Benni's untamed energy drives everyone around her to despair.","['Nora Fingscheidt', '| ', '    Stars:', 'Helena Zengel, ', 'Albrecht Schuch, ', 'Gabriela Maria Schmeide, ', 'Lisa Hagmeister']","13,039",830,2019,,7.9,92%,1.0,0,0,0,0,Nora Fingscheidt,Drama,Germany,German,125.0,Drama
SPF-18,(2017),PG-13,75 min,"Drama, Romance, Sport",3.2,"18-year-old Penny Cooper spent years pining for Johnny Sanders Jr., but when a mysterious musician shows up on the beach, Penny is torn.","['Alex Israel', '| ', '    Stars:', 'Carson Meyer, ', 'Noah Centineo, ', 'Bianca A. Santos, ', 'Jackson White']","5,270",3035,2017,13+,3.2,,1.0,0,0,0,0,Alex Israel,Romance,United States,English,75.0,Romance
Unicorn Store,(2017),TV-PG,92 min,"Comedy, Drama, Fantasy",5.6,"Kit, a twenty-something dreamer, receives an invitation that would fulfill her childhood dreams.","['Brie Larson', '| ', '    Stars:', 'Brie Larson, ', 'Samuel L. Jackson, ', 'Joan Cusack, ', 'Bradley Whitford']","19,572",1128,2017,,5.5,55%,1.0,0,0,0,0,Brie Larson,"Comedy,Drama,Fantasy",United States,English,92.0,Comedy
Marfa Girl,(2012),Unrated,105 min,Drama,5.2,"A story centered on a directionless 16-year-old living in Marfa, Texas and his relationships with his girlfriend, his neighbor, his teacher, a newly arrived local artist, and a local Border Patrol officer.","['Larry Clark', '| ', '    Stars:', 'Adam Mediano, ', 'Drake Burnette, ', 'Jeremy St. James, ', 'Mary Farley']","1,695",6909,2012,,5.3,27%,0.0,0,1,0,0,Larry Clark,Drama,United States,English,105.0,Drama
The Beyond,(2017),TV-14,103 min,"Drama, Sci-Fi",4.9,"After observing an anomaly in space, scientists transplant human brains in to synthetic bodies and send them through the wormhole.","['Hasraf Dulull', '| ', '    Stars:', 'Jane Perry, ', 'Nigel Barber, ', 'Noeleen Comiskey, ', 'Ezra Faroque Khan']","6,387",7325,2018,16+,4.8,,0.0,0,1,0,0,Lucio Fulci,Horror,Italy,Italian,87.0,Horror
XX,(2017),R,80 min,Horror,4.6,Four short horror films that are directed and written by women.,"['Roxanne Benjamin, ', 'Sofìa Carrillo, ', 'Karyn Kusama, ', 'St. Vincent, ', 'Jovanka Vuckovic', '| ', '    Stars:', 'Natalie Brown, ', 'Jonathan Watton, ', 'Peter DaCunha, ', 'Peyton Kennedy']","11,864",1258,2017,18+,4.5,70%,1.0,0,0,0,0,"Roxanne Benjamin,Karyn Kusama,St. Vincent,Jovanka Vuckovic",Horror,"Canada,United States",English,80.0,Horror
The Prince,(I) (2014),R,93 min,"Action, Thriller",4.6,"When his daughter is kidnapped, a retired assassin is drawn back into the life he gave up. To rescue her, he must confront his former rival.","['Brian A. Miller', '| ', '    Stars:', 'Jason Patric, ', 'Bruce Willis, ', 'John Cusack, ', 'Jessica Lowndes']","18,577",4128,2014,18+,4.6,,0.0,1,0,0,0,,Drama,Egypt,Arabic,,Drama
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,(2018 TV Special),TV-14,74 min,Comedy,7.1,"Comedians and writers Steve Martin and Martin Short perform a live comedy set with music by The Steep Canyon Rangers and jazz pianist, Jeff Babko, at the Peace Center in Greenville, South Carolina.","['Marcus Raboy', '| ', '    Stars:', 'Steve Martin, ', 'Martin Short, ', 'The Steep Canyon Rangers, ', 'Mike Ashworth']","2,741",481,2018,,7.1,100%,1.0,0,0,0,0,Marcus Raboy,Comedy,United States,English,74.0,Comedy
Dry Martina,(2018),,95 min,"Comedy, Drama",5.8,"Martina was a famous singer in Argentina during the late 90s, who's become completely frigid and disenchanted with love. The arrival of a so-called sister, alongside her attractive boyfriend, compel Martina to go to Chile with one objective in mind: getting back her libido.","['Che Sandoval', '| ', '    Stars:', 'Antonella Costa, ', 'Patricio Contreras, ', 'Geraldine Neary, ', 'Pedro Campos']","1,017",2439,2018,,5.9,50%,1.0,0,0,0,0,Che Sandoval,"Comedy,Drama","Chile,Argentina",Spanish,95.0,Comedy
Joshua,(2007),R,106 min,"Drama, Horror, Thriller",5.8,"The arrival of a newborn girl causes the gradual disintegration of the Cairn family; particularly for 9-year-old Joshua (Kogan), an eccentric boy whose proper upbringing and refined tastes both take a sinister turn.","['George Ratliff', '| ', '    Stars:', 'Sam Rockwell, ', 'Vera Farmiga, ', 'Jacob Kogan, ', 'Celia Weston']","12,896",6259,2002,all,6.7,22%,0.0,0,1,0,0,George Ratliff,"Drama,Horror,Thriller",United States,English,106.0,Drama
Lady Driver,(2020),PG,104 min,Sport,5.7,"When a rebellious teen embarks on a solo summer journey to connect with her roots, she finds herself in a new world, geared up for the ride of her life, and discovers she had the drive in her all along.","['Shaun Paul Piccinino', '| ', '    Stars:', 'Grace Van Dien, ', 'Sean Patrick Flanery, ', 'Christina Moore, ', 'Casper Van Dien']","1,597",1614,2020,7+,6.6,,1.0,0,0,0,0,Shaun Paul Piccinino,Sport,United States,English,104.0,Sport
Roped,(2020),PG,91 min,"Comedy, Drama, Family",5.4,A progressive town erupts when a traveling rodeo lands within its city limits and the councilman's daughter falls in love with the cowboy.,"['Shaun Paul Piccinino', '| ', '    Stars:', 'Josh Swickard, ', 'Casper Van Dien, ', 'Lauren Swickard, ', 'Christina Moore']","1,489",1814,2020,7+,5.5,,1.0,0,0,0,0,Shaun Paul Piccinino,"Drama,Romance",United States,English,91.0,Drama
Nothing to Hide,(2018),TV-MA,90 min,"Comedy, Drama",6.8,"3.5 couples meet for dinner party. The men have known each other for decades. During dinner they play a game of sharing texts, calls, e-mails etc. by placing all 7 cell phones on the table. Unexpected results as all have secrets.","['Fred Cavayé', '| ', '    Stars:', 'Bérénice Bejo, ', 'Suzanne Clément, ', 'Stéphane De Groodt, ', 'Vincent Elbaz']","15,405",1393,2018,,6.8,,1.0,0,0,0,0,Fred Cavayé,"Comedy,Drama","France,Belgium",French,90.0,Comedy
Tell Me Who I Am,(2019),TV-MA,86 min,"Documentary, Drama, Mystery",7.6,"After losing his memory in an accident, Alex Lewis trusts his twin brother, Marcus, to tell him about his past only to discover that he's hiding a dark secret about their childhood.","['Ed Perkins', '| ', '    Stars:', 'Andrew Caley, ', 'Alex Lewis, ', 'Marcus Lewis, ', 'Evan Milton']","14,794",285,2019,,7.6,95%,1.0,0,0,0,0,Ed Perkins,"Documentary,Drama,Mystery",United Kingdom,English,85.0,Documentary
Next Gen,(I) (2018),TV-PG,106 min,"Animation, Action, Adventure",6.6,"A friendship with a top-secret robot turns a lonely girl's life into a thrilling adventure as they take on bullies, evil bots and a scheming madman.","['Kevin R. Adams, ', 'Joe Ksander, ', 'Ricardo Curtis', '| ', '    Stars:', 'John Krasinski, ', 'Charlyne Yi, ', 'Jason Sudeikis, ', 'Michael Peña']","17,664",426,2018,7+,6.6,80%,1.0,0,0,0,0,"Kevin R. Adams,Joe Ksander,Ricardo Curtis","Animation,Action,Adventure,Comedy,Family,Sci-Fi","China,Canada,United States","English,Mandarin",106.0,Animation
The Angel,(2018),TV-MA,114 min,"Action, Biography, Drama",6.6,"As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.","['Ariel Vromen', '| ', '    Stars:', 'Toby Kebbell, ', 'Marwan Kenzari, ', 'Hannah Ware, ', 'Waleed Zuaiter']","14,291",577,2018,18+,6.6,75%,1.0,0,1,0,0,Ariel Vromen,"Drama,Thriller","Israel,United States","English,Hebrew,Arabic,Italian",114.0,Drama
From the Dark,(2014),Unrated,90 min,"Horror, Thriller",4.9,A couple on a trip through the Irish countryside find themselves hunted by a creature who only attacks at night.,"['Conor McMahon', '| ', '    Stars:', 'Niamh Algar, ', 'Stephen Cromwell, ', 'Ged Murray, ', ""Gerry O'Brien""]","3,328",8655,2014,,4.9,,0.0,0,1,0,0,Conor McMahon,"Horror,Thriller",Ireland,English,90.0,Horror
Happy as Lazzaro,(2018),PG-13,128 min,"Drama, Fantasy, Mystery",7.5,An unceasingly kind Italian peasant and his family are blatantly exploited by a tobacco baroness.,"['Alice Rohrwacher', '| ', '    Stars:', 'Adriano Tardiolo, ', 'Agnese Graziani, ', 'Alba Rohrwacher, ', 'Luca Chikovani']","18,327",304,2018,,7.6,91%,1.0,0,0,0,0,Alice Rohrwacher,"Drama,Fantasy","Italy,Switzerland,France,Germany","Italian,English",128.0,Drama
American Factory,(2019),TV-14,110 min,Documentary,7.4,"In post-industrial Ohio, a Chinese billionaire opens a factory in an abandoned General Motors plant, hiring two thousand Americans. Early days of hope and optimism give way to setbacks as high-tech China clashes with working-class America.","['Steven Bognar, ', 'Julia Reichert', '| ', '    Stars:', ""Junming 'Jimmy' Wang, "", 'Robert Allen, ', 'Sherrod Brown, ', 'Dave Burrows']","21,972",235,2019,16+,7.4,97%,1.0,0,0,0,0,"Steven Bognar,Julia Reichert",Documentary,United States,"English,Mandarin",110.0,Documentary
